product_id,product_name,category,subcategory,brand,price,rating,review_count,description,material,color,weight_grams,manufacturing_location,recycled_material_percentage,organic_material_percentage,eco_certification,carbon_footprint_kg,water_usage_liters,recyclability_score,repairability_score,product_lifetime_years,packaging_type,source,created_at,image_path,sustainability_score_rule,sustainability_score_ml,sustainability_score,score_explanation
HM0659832001,Leonora off-shoulder,Garment Upper body,Top,H&M,,,0,"Short, off-the-shoulder top in ribbed jersey with overlocked edges, a concealed silicone trim at the top and long sleeves.",,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0659832004,Leonora off-shoulder,Garment Upper body,Top,H&M,,,0,"Short, off-the-shoulder top in ribbed jersey with overlocked edges, a concealed silicone trim at the top and long sleeves.",,White,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0659854007,David Kaftan,Swimwear,Bikini top,H&M,,,0,"Kaftan in soft, airy jersey with a V-neck, short sleeves and detachable tie belt at the waist.",,Light Beige,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0660308001,Gemma Woven TRS,Garment Lower body,Trousers,H&M,,,0,"Trousers in a crÃªpe weave with elastication at the back of the waist and pleats at the front. Zip fly and button, a low crotch and wide, gently tapered legs.",,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0660308007,Gemma Woven TRS,Garment Lower body,Trousers,H&M,,,0,"Trousers in a crÃªpe weave with elastication at the back of the waist and pleats at the front. Zip fly and button, a low crotch and wide, gently tapered legs.",,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0660497001,Emery(1),Garment Full body,Dress,H&M,,,0,Short sleeveless dress in soft slub jersey made from a modal and cotton blend with a V-neck front and back and sewn-in wrapover front. Seam at the waist with a gently flared skirt and sewn-in ties. Unlined.,,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0660497006,Emery(1),Garment Full body,Dress,H&M,,,0,Short sleeveless dress in soft slub jersey made from a modal and cotton blend with a V-neck front and back and sewn-in wrapover front. Seam at the waist with a gently flared skirt and sewn-in ties. Unlined.,,Dark Red,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0660497007,Emery(1),Garment Full body,Dress,H&M,,,0,Short sleeveless dress in soft slub jersey made from a modal and cotton blend with a V-neck front and back and sewn-in wrapover front. Seam at the waist with a gently flared skirt and sewn-in ties. Unlined.,,White,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0660599001,Baraboom (1),Garment Upper body,Cardigan,H&M,,,0,"Long cardigan in a soft, fine knit with long sleeves and ribbing at the cuffs and hem. No buttons.",,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0660599002,Baraboom (1),Garment Upper body,Cardigan,H&M,,,0,"Long cardigan in a soft, fine knit with long sleeves and ribbing at the cuffs and hem. No buttons.",,Grey,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0660599004,Baraboom,Garment Upper body,Cardigan,H&M,,,0,"Long cardigan in a soft, fine knit with long sleeves and ribbing at the cuffs and hem. No buttons.",,Dark Blue,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0660599013,Baraboom (1),Garment Upper body,Cardigan,H&M,,,0,"Long cardigan in a soft, fine knit with long sleeves and ribbing at the cuffs and hem. No buttons.",,Light Beige,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0660599014,Baraboom (1),Garment Upper body,Cardigan,H&M,,,0,"Long cardigan in a soft, fine knit with long sleeves and ribbing at the cuffs and hem. No buttons.",,Dark Beige,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0660599015,Baraboom (1),Garment Upper body,Cardigan,H&M,,,0,"Long cardigan in a soft, fine knit with long sleeves and ribbing at the cuffs and hem. No buttons.",,Dark Grey,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0660599016,Baraboom (1),Garment Upper body,Cardigan,H&M,,,0,"Long cardigan in a soft, fine knit with long sleeves and ribbing at the cuffs and hem. No buttons.",,Greyish Beige,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0660599017,Baraboom (1),Garment Upper body,Cardigan,H&M,,,0,"Long cardigan in a soft, fine knit with long sleeves and ribbing at the cuffs and hem. No buttons.",,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0660726001,Bonus(1),Garment Upper body,Blouse,H&M,,,0,Straight-cut blouse in a slightly stretchy weave with a V-neck and short cap sleeves.,,White,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0661306001,Enter treggings,Garment Lower body,Trousers,H&M,,,0,"Treggings in stretch twill with a high, elasticated waist and slim legs.",,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0661306005,Enter treggings,Garment Lower body,Trousers,H&M,,,0,"Treggings in stretch twill with a high, elasticated waist and slim legs.",,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0661306008,Enter treggings,Garment Lower body,Trousers,H&M,,,0,"Treggings in stretch twill with a high, elasticated waist and slim legs.",,Yellowish Brown,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0661794001,Flamingo,Garment Upper body,Coat,H&M,,,0,Short coat in a woven wool blend with a high stand-up collar with press-studs and a concealed zip down the front. Zipped side pockets. Lined.,,Light Beige,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0661794002,Flamingo,Garment Upper body,Coat,H&M,,,0,Short coat in a woven wool blend with a high stand-up collar with press-studs and a concealed zip down the front. Zipped side pockets. Lined.,,Dark Blue,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0662418001,Noora jumpsuit,Garment Lower body,Trousers,H&M,,,0,"Ankle-length jumpsuit in a crÃªpe weave with notch lapels, a sewn-in wrapover at the top with a concealed press-stud, shoulder pads and long sleeves with concealed press-studs at the cuffs. Detachable tie belt at the waist, side pockets and straight, wide legs with creases. Lined at the top.",,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0662888002,Miranda,Garment Upper body,Sweater,H&M,,,0,"Off-the-shoulder jumper in a soft, fine knit containing some wool with a double-layered trim at the top, long, wide sleeves and ribbing at the cuffs and hem.",,Dark Grey,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0662888013,Miranda(1),Garment Upper body,Sweater,H&M,,,0,"Off-the-shoulder jumper in a soft, fine knit containing some wool with a double-layered trim at the top, long, wide sleeves and ribbing at the cuffs and hem.",,Greyish Beige,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0662948003,Osman,Garment Upper body,Sweater,H&M,,,0,"Shorter polo-neck jumper in a rib knit containing some wool with dropped shoulders, long sleeves and roll-edges around the neck, cuffs and hem.",,Turquoise,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0662948012,Osman (1),Garment Upper body,Sweater,H&M,,,0,"Shorter polo-neck jumper in a rib knit containing some wool with dropped shoulders, long sleeves and roll-edges around the neck, cuffs and hem.",,Yellowish Brown,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0662948013,Osman (1),Garment Upper body,Sweater,H&M,,,0,"Shorter polo-neck jumper in a rib knit containing some wool with dropped shoulders, long sleeves and roll-edges around the neck, cuffs and hem.",,Greenish Khaki,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0663396001,Manhattan blouse,Garment Upper body,Blouse,H&M,,,0,"Blouse in airy crÃªpe with a small stand-up collar with ties at the front, a yoke with a pleat at the back and concealed buttons down the front. Long sleeves with buttoned cuffs and a gently rounded hem. Unlined.",,White,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0663518002,Lily Thong (Malva) 3pk,Underwear,Underwear bottom,H&M,,,0,,,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0663518004,Lily Thong (Malva) 3pk,Underwear,Underwear bottom,H&M,,,0,,,Light Grey,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0663679001,Stork dress,Garment Full body,Dress,H&M,,,0,"Short wrap dress in woven fabric with a small stand-up collar, V-neck and an opening with covered buttons at the back of the neck. Elasticated seam at the waist and long trumpet sleeves. Lined.",,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0663986003,J Bamboo,Garment Full body,Dress,H&M,,,0,"Short, fitted dress in velour with a small stand-up collar, concealed zip at the back and long sleeves.",,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0664074001,Charlie Top,Garment Upper body,Top,H&M,,,0,Straight-cut top in airy jersey crÃªpe with a boat neck and short sleeves with pleated trims.,,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0664074007,Charlie Top,Garment Upper body,Top,H&M,,,0,Straight-cut top in airy jersey crÃªpe with a boat neck and short sleeves with pleated trims.,,White,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0664133001,Ashley Denim TRS,Garment Lower body,Trousers,H&M,,,0,"5-pocket jeans in washed stretch denim with a high waist, zip fly and button and slim legs.",,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0664319001,Tiblisi paperwaist tapered,Garment Lower body,Trousers,H&M,,,0,"Trousers in woven fabric with a high paper bag waist, side pockets, detachable tie belt and tapered legs.",,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0664319005,Tiblisi paperwaist tapered,Garment Lower body,Trousers,H&M,,,0,"Trousers in woven fabric with a high paper bag waist, side pockets, detachable tie belt and tapered legs.",,Dark Green,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0664319011,Tiblisi paperwaist tapered,Garment Lower body,Trousers,H&M,,,0,"Trousers in woven fabric with a high paper bag waist, side pockets, detachable tie belt and tapered legs.",,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0664319014,Tiblisi paperwaist tapered,Garment Lower body,Trousers,H&M,,,0,"Trousers in woven fabric with a high paper bag waist, side pockets, detachable tie belt and tapered legs.",,Light Beige,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0664319015,Tiblisi paperwaist tapered,Garment Lower body,Trousers,H&M,,,0,"Trousers in woven fabric with a high paper bag waist, side pockets, detachable tie belt and tapered legs.",,Off White,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0664319021,Tiblisi paperwaist tapered,Garment Lower body,Trousers,H&M,,,0,"Trousers in woven fabric with a high paper bag waist, side pockets, detachable tie belt and tapered legs.",,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0664405002,Virgo Hip belt,Accessories,Belt,H&M,,,0,Belt with a metal buckle. Width 2.5 cm.,,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0664405005,Virgo Hip belt,Accessories,Belt,H&M,,,0,Belt with a metal buckle. Width 2.5 cm.,,Yellowish Brown,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0665089001,Carla culotte,Garment Lower body,Trousers,H&M,,,0,"Wide, high-waisted, calf-length trousers in sturdy jersey with concealed elastication at the waist and straight legs.",,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0665095005,Kalinda trs,Garment Lower body,Leggings/Tights,H&M,,,0,"High-waisted, ankle-length trousers in stretch jersey with concealed elastication at the waist, a visible zip at the back and slim legs.",,Grey,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0666006004,Milla pile,Garment Upper body,Jacket,H&M,,,0,"Short coat in soft pile with narrow notch lapels, concealed press-studs down the front and side pockets. Lined.",,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0666006006,Milla pile,Garment Upper body,Jacket,H&M,,,0,"Short coat in soft pile with narrow notch lapels, concealed press-studs down the front and side pockets. Lined.",,Light Beige,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0666448001,Janet sweater,Garment Upper body,Sweater,H&M,,,0,"Long-sleeved jumper in a soft, fine knit with ribbing around the neckline, cuffs and hem.",,Dark Grey,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0666448006,Janet sweater,Garment Upper body,Sweater,H&M,,,0,"Long-sleeved jumper in a soft, fine knit with ribbing around the neckline, cuffs and hem.",,Blue,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0666448007,Janet sweater,Garment Upper body,Sweater,H&M,,,0,"Long-sleeved jumper in a soft, fine knit with ribbing around the neckline, cuffs and hem.",,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0667499001,Despacito (1),Garment Upper body,Blouse,H&M,,,0,"Blouse in woven fabric with a collar, buttons down the front, a gathered yoke at the back. long sleeves with buttoned cuffs,and a rounded hem. Slightly longer at the back.",,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0669091001,ROBIN HOOD,Garment Upper body,Hoodie,H&M,,,0,"Zip-through hoodie in sweatshirt fabric with a jersey-lined drawstring hood, zip down the front, side pockets and ribbing at the cuffs and hem. Soft brushed inside.",,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0669882005,Thelma tie top,Garment Upper body,Top,H&M,,,0,"Top in jersey crÃªpe with dropped shoulders, long, cuffed sleeves, and a decorative tie detail at the hem.",,Dark Yellow,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0669882007,Thelma tie top,Garment Upper body,Top,H&M,,,0,"Top in jersey crÃªpe with dropped shoulders, long, cuffed sleeves, and a decorative tie detail at the hem.",,Light Beige,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0670698001,Rachel HW Denim TRS,Garment Lower body,Trousers,H&M,,,0,"5-pocket, ankle-length jeans in washed stretch denim in a relaxed fit with a high waist, zip fly and button and straight legs with cut-off, raw-edge hems.",,Light Blue,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0671607001,Julie Seam At Back 1p tights,Socks & Tights,Underwear Tights,H&M,,,0,Tights with a seam down the back of the legs. 30 denier.,,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0671852003,Gwen Jersey Top,Garment Upper body,Vest top,H&M,,,0,Fitted top in stretch jersey with a slight sheen. V-neck with a lace trim at the top and adjustable spaghetti straps.,,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0672127002,Valerie Wide Leg trousers,Garment Lower body,Trousers,H&M,,,0,"Trousers in viscose jersey with an elasticated waist, side pockets and straight, wide legs.",,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0672598001,Nero,Garment Upper body,T-shirt,H&M,,,0,Long-sleeved top in airy viscose jersey with a V-neck.,,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0673144002,Lauper Long Sweater,Garment Upper body,Sweater,H&M,,,0,"Jumper in a soft knit containing some wool with low dropped shoulders, long sleeves, ribbing around the neckline and cuffs and hem, and slits in the sides. Longer at the back.",,Dark Grey,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0673396002,Ringo hipbelt,Accessories,Belt,H&M,,,0,Belt in grained imitation leather with a metal buckle. Width approx. 2.2 cm.,,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0673396015,Ringo hipbelt,Accessories,Belt,H&M,,,0,Belt in grained imitation leather with a metal buckle. Width approx. 2.2 cm.,,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0673638001,Son V-neck,Garment Upper body,Sweater,H&M,,,0,"Fine-knit, V-neck jumper with ribbing around the neckline, cuffs and hem.",,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0673638007,Son V-neck,Garment Upper body,Sweater,H&M,,,0,"Fine-knit, V-neck jumper with ribbing around the neckline, cuffs and hem.",,Light Beige,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0673677001,Henry polo,Garment Upper body,Sweater,H&M,,,0,"Jumper in a soft, fine knit with a ribbed polo neck and ribbing at the cuffs and hem.",,Grey,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0673677002,Henry polo. (1),Garment Upper body,Sweater,H&M,,,0,"Jumper in a soft, fine knit with a ribbed polo neck and ribbing at the cuffs and hem.",,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0673677004,Henry polo (1),Garment Upper body,Sweater,H&M,,,0,"Jumper in a soft, fine knit with a ribbed polo neck and ribbing at the cuffs and hem.",,Light Beige,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0673677010,Henry polo (1),Garment Upper body,Sweater,H&M,,,0,"Jumper in a soft, fine knit with a ribbed polo neck and ribbing at the cuffs and hem.",,Dark Red,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0673677011,Henry polo (1),Garment Upper body,Sweater,H&M,,,0,"Jumper in a soft, fine knit with a ribbed polo neck and ribbing at the cuffs and hem.",,Dark Beige,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0673677012,Henry polo (1),Garment Upper body,Sweater,H&M,,,0,"Jumper in a soft, fine knit with a ribbed polo neck and ribbing at the cuffs and hem.",,Dark Grey,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0673677015,Henry polo (1),Garment Upper body,Sweater,H&M,,,0,"Jumper in a soft, fine knit with a ribbed polo neck and ribbing at the cuffs and hem.",,Dark Blue,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0673799001,Bow paperwaist,Garment Lower body,Trousers,H&M,,,0,"Ankle-length trousers in woven fabric with a high, elasticated waist, detachable tie belt, zip fly with a concealed hook-and-eye fastening, side pockets and tapered legs with creases.",,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0673900001,Julia Denim Petite Trs 1,Garment Lower body,Trousers,H&M,,,0,"5-pocket jeans in washed stretch denim with a regular waist, zip fly and button, and skinny legs.",,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0673901001,Jade Denim Petite Trs 1,Garment Lower body,Trousers,H&M,,,0,"High-waisted jeans in washed superstretch denim with a zip fly and button, fake front pockets, real back pockets and skinny legs.",,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0673901003,Jade Denim Petite Trs 1,Garment Lower body,Trousers,H&M,,,0,"High-waisted jeans in washed superstretch denim with a zip fly and button, fake front pockets, real back pockets and skinny legs.",,Light Blue,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
