review_id,product_id,user_id,rating,review_text,review_date,source
R01136,P0206,U0061,2,"Sizing ran small, had to return it.",2026-06-15,synthetic_v1
R01137,P0207,U0037,2,"Not worth the price, quality was disappointing.",2026-06-25,synthetic_v1
R01138,P0207,U0067,2,Fabric felt thinner than expected.,2026-05-14,synthetic_v1
R01139,P0207,U0009,1,"Not worth the price, quality was disappointing.",2025-12-23,synthetic_v1
R01140,P0207,U0027,5,Nice sustainable option that doesn't compromise on comfort.,2025-09-02,synthetic_v1
R01141,P0207,U0054,2,Fabric felt thinner than expected.,2025-09-13,synthetic_v1
R01142,P0207,U0049,3,"Average quality, expected a bit more for the price.",2025-10-12,synthetic_v1
R01143,P0207,U0082,5,"Good quality for the price, would buy again.",2026-03-06,synthetic_v1
R01144,P0208,U0113,5,"Good quality for the price, would buy again.",2026-03-31,synthetic_v1
R01145,P0208,U0086,2,"Sizing ran small, had to return it.",2025-12-26,synthetic_v1
R01146,P0208,U0077,4,True to size and holds up well after multiple washes.,2026-03-02,synthetic_v1
R01147,P0208,U0038,5,True to size and holds up well after multiple washes.,2026-07-13,synthetic_v1
R01148,P0208,U0113,2,Fabric felt thinner than expected.,2026-04-06,synthetic_v1
R01149,P0208,U0042,4,True to size and holds up well after multiple washes.,2026-04-27,synthetic_v1
R01150,P0208,U0023,4,Great fit and the fabric feels durable.,2026-01-06,synthetic_v1
R01151,P0209,U0090,1,"Sizing ran small, had to return it.",2026-02-09,synthetic_v1
R01152,P0209,U0108,2,"Not worth the price, quality was disappointing.",2025-12-24,synthetic_v1
R01153,P0209,U0088,5,True to size and holds up well after multiple washes.,2026-05-03,synthetic_v1
R01154,P0209,U0035,1,"Sizing ran small, had to return it.",2025-12-15,synthetic_v1
R01155,P0209,U0008,2,"Not worth the price, quality was disappointing.",2025-11-17,synthetic_v1
R01156,P0210,U0087,3,"Decent product, delivery took a while.",2026-03-22,synthetic_v1
R01157,P0210,U0104,4,True to size and holds up well after multiple washes.,2026-01-17,synthetic_v1
R01158,P0210,U0034,4,True to size and holds up well after multiple washes.,2026-08-04,synthetic_v1
R01159,P0210,U0094,3,"Decent product, delivery took a while.",2026-05-11,synthetic_v1
R01160,P0210,U0105,3,"Average quality, expected a bit more for the price.",2026-08-08,synthetic_v1
R01161,P0210,U0053,3,"Decent product, delivery took a while.",2026-05-10,synthetic_v1
R01162,P0210,U0069,5,"Good quality for the price, would buy again.",2026-05-18,synthetic_v1
R01163,P0210,U0017,1,"Sizing ran small, had to return it.",2025-10-26,synthetic_v1
R01164,P0210,U0093,5,Great fit and the fabric feels durable.,2026-08-21,synthetic_v1
R01165,P0210,U0100,4,Great fit and the fabric feels durable.,2025-09-05,synthetic_v1
R01166,P0210,U0099,3,"Decent product, delivery took a while.",2025-11-21,synthetic_v1
R01167,P0210,U0067,1,Fabric felt thinner than expected.,2026-05-16,synthetic_v1
R01168,P0211,U0021,5,"Good quality for the price, would buy again.",2025-11-30,synthetic_v1
R01169,P0211,U0038,4,"Good quality for the price, would buy again.",2026-06-10,synthetic_v1
R01170,P0211,U0053,3,"Decent product, delivery took a while.",2026-05-13,synthetic_v1
R01171,P0211,U0002,5,"Good quality for the price, would buy again.",2026-08-13,synthetic_v1
R01172,P0211,U0065,1,Fabric felt thinner than expected.,2026-02-09,synthetic_v1
R01173,P0212,U0021,4,Great fit and the fabric feels durable.,2026-04-09,synthetic_v1
R01174,P0212,U0030,3,"It's okay, nothing special but does the job.",2025-10-12,synthetic_v1
R01175,P0212,U0035,2,Fabric felt thinner than expected.,2026-06-29,synthetic_v1
R01176,P0212,U0017,4,True to size and holds up well after multiple washes.,2026-04-15,synthetic_v1
R01177,P0212,U0010,1,Fabric felt thinner than expected.,2025-12-16,synthetic_v1
R01178,P0212,U0002,4,Great fit and the fabric feels durable.,2025-11-27,synthetic_v1
R01179,P0212,U0013,5,"Good quality for the price, would buy again.",2025-11-03,synthetic_v1
R01180,P0212,U0107,4,"Good quality for the price, would buy again.",2025-10-25,synthetic_v1
R01181,P0212,U0055,3,"Decent product, delivery took a while.",2025-12-12,synthetic_v1
R01182,P0212,U0036,1,"Sizing ran small, had to return it.",2026-01-09,synthetic_v1
R01183,P0212,U0034,2,Fabric felt thinner than expected.,2025-09-30,synthetic_v1
R01184,P0212,U0049,5,True to size and holds up well after multiple washes.,2026-04-04,synthetic_v1
R01185,P0213,U0053,1,Started wearing out after a few weeks.,2025-11-17,synthetic_v1
R01186,P0213,U0037,3,"Decent product, delivery took a while.",2025-09-06,synthetic_v1
R01187,P0213,U0032,5,Nice sustainable option that doesn't compromise on comfort.,2026-02-17,synthetic_v1
R01188,P0213,U0094,1,"Not worth the price, quality was disappointing.",2026-02-11,synthetic_v1
R01189,P0213,U0092,3,"Average quality, expected a bit more for the price.",2026-07-07,synthetic_v1
R01190,P0213,U0074,4,"Good quality for the price, would buy again.",2026-08-19,synthetic_v1
R01191,P0214,U0048,2,"Not worth the price, quality was disappointing.",2025-12-30,synthetic_v1
R01192,P0214,U0083,5,Great fit and the fabric feels durable.,2026-03-25,synthetic_v1
R01193,P0214,U0104,3,"It's okay, nothing special but does the job.",2025-10-13,synthetic_v1
R01194,P0214,U0072,1,Fabric felt thinner than expected.,2026-06-06,synthetic_v1
R01195,P0214,U0076,2,"Not worth the price, quality was disappointing.",2026-04-26,synthetic_v1
R01196,P0214,U0052,1,Started wearing out after a few weeks.,2025-10-20,synthetic_v1
R01197,P0215,U0098,5,Nice sustainable option that doesn't compromise on comfort.,2026-05-04,synthetic_v1
R01198,P0215,U0033,1,"Not worth the price, quality was disappointing.",2026-02-02,synthetic_v1
R01199,P0215,U0044,3,"Average quality, expected a bit more for the price.",2026-06-15,synthetic_v1
R01200,P0215,U0089,1,"Sizing ran small, had to return it.",2025-11-15,synthetic_v1
R01201,P0215,U0112,5,True to size and holds up well after multiple washes.,2026-08-29,synthetic_v1
R01202,P0215,U0027,3,"Average quality, expected a bit more for the price.",2025-11-17,synthetic_v1
R01203,P0215,U0064,4,Nice sustainable option that doesn't compromise on comfort.,2026-03-24,synthetic_v1
R01204,P0216,U0060,2,"Sizing ran small, had to return it.",2025-09-03,synthetic_v1
R01205,P0216,U0072,4,Nice sustainable option that doesn't compromise on comfort.,2026-07-21,synthetic_v1
R01206,P0216,U0090,1,"Not worth the price, quality was disappointing.",2026-07-23,synthetic_v1
R01207,P0216,U0097,4,"Good quality for the price, would buy again.",2026-08-25,synthetic_v1
R01208,P0216,U0022,2,Fabric felt thinner than expected.,2026-05-22,synthetic_v1
R01209,P0216,U0005,4,Great fit and the fabric feels durable.,2026-01-26,synthetic_v1
R01210,P0216,U0081,4,"Good quality for the price, would buy again.",2025-12-06,synthetic_v1
R01211,P0216,U0096,4,"Good quality for the price, would buy again.",2025-11-24,synthetic_v1
R01212,P0216,U0002,4,True to size and holds up well after multiple washes.,2026-04-02,synthetic_v1
R01213,P0216,U0038,1,"Not worth the price, quality was disappointing.",2025-09-19,synthetic_v1
R01214,P0217,U0079,5,"Loved the material, very comfortable for daily wear.",2026-02-22,synthetic_v1
R01215,P0217,U0019,5,"Good quality for the price, would buy again.",2026-04-05,synthetic_v1
R01216,P0217,U0103,5,"Good quality for the price, would buy again.",2025-10-21,synthetic_v1
R01217,P0217,U0078,3,"Average quality, expected a bit more for the price.",2026-04-25,synthetic_v1
R01218,P0218,U0120,4,"Good quality for the price, would buy again.",2026-03-15,synthetic_v1
R01219,P0218,U0068,2,Started wearing out after a few weeks.,2026-01-01,synthetic_v1
R01220,P0218,U0054,1,"Sizing ran small, had to return it.",2026-06-01,synthetic_v1
R01221,P0218,U0009,2,"Not worth the price, quality was disappointing.",2026-08-29,synthetic_v1
R01222,P0218,U0025,3,"Average quality, expected a bit more for the price.",2026-05-21,synthetic_v1
R01223,P0218,U0043,1,"Not worth the price, quality was disappointing.",2026-07-14,synthetic_v1
R01224,P0218,U0077,1,"Not worth the price, quality was disappointing.",2026-06-12,synthetic_v1
R01225,P0219,U0072,3,"Average quality, expected a bit more for the price.",2026-05-08,synthetic_v1
R01226,P0220,U0036,1,Started wearing out after a few weeks.,2026-04-08,synthetic_v1
R01227,P0220,U0094,4,Nice sustainable option that doesn't compromise on comfort.,2026-03-28,synthetic_v1
R01228,P0220,U0099,3,"Average quality, expected a bit more for the price.",2026-02-06,synthetic_v1
R01229,P0220,U0070,3,"Average quality, expected a bit more for the price.",2025-10-07,synthetic_v1
R01230,P0220,U0076,2,Fabric felt thinner than expected.,2026-06-14,synthetic_v1
R01231,P0221,U0023,2,"Sizing ran small, had to return it.",2026-04-19,synthetic_v1
R01232,P0222,U0103,1,Started wearing out after a few weeks.,2025-12-07,synthetic_v1
R01233,P0222,U0043,5,True to size and holds up well after multiple washes.,2025-11-10,synthetic_v1
R01234,P0222,U0036,5,Nice sustainable option that doesn't compromise on comfort.,2025-10-20,synthetic_v1
R01235,P0222,U0022,4,"Good quality for the price, would buy again.",2026-08-30,synthetic_v1
R01236,P0222,U0012,2,Started wearing out after a few weeks.,2025-10-21,synthetic_v1
R01237,P0222,U0022,2,Started wearing out after a few weeks.,2025-12-31,synthetic_v1
R01238,P0222,U0010,1,"Sizing ran small, had to return it.",2026-08-05,synthetic_v1
R01239,P0222,U0055,2,"Not worth the price, quality was disappointing.",2025-09-25,synthetic_v1
R01240,P0222,U0039,4,"Loved the material, very comfortable for daily wear.",2025-12-18,synthetic_v1
R01241,P0223,U0072,1,Started wearing out after a few weeks.,2026-02-11,synthetic_v1
R01242,P0223,U0091,4,True to size and holds up well after multiple washes.,2026-01-01,synthetic_v1
R01243,P0223,U0108,3,"Decent product, delivery took a while.",2025-12-07,synthetic_v1
R01244,P0223,U0011,3,"Average quality, expected a bit more for the price.",2025-10-26,synthetic_v1
R01245,P0223,U0082,2,Started wearing out after a few weeks.,2026-04-11,synthetic_v1
R01246,P0223,U0072,2,"Not worth the price, quality was disappointing.",2026-01-17,synthetic_v1
R01247,P0223,U0088,4,"Loved the material, very comfortable for daily wear.",2026-07-01,synthetic_v1
R01248,P0223,U0084,5,True to size and holds up well after multiple washes.,2026-03-06,synthetic_v1
R01249,P0223,U0111,2,Fabric felt thinner than expected.,2026-02-25,synthetic_v1
R01250,P0223,U0094,4,"Loved the material, very comfortable for daily wear.",2026-01-26,synthetic_v1
R01251,P0223,U0049,2,Started wearing out after a few weeks.,2026-02-21,synthetic_v1
R01252,P0223,U0026,2,Fabric felt thinner than expected.,2026-01-17,synthetic_v1
R01253,P0224,U0001,5,"Good quality for the price, would buy again.",2025-11-04,synthetic_v1
R01254,P0224,U0013,3,"Decent product, delivery took a while.",2026-02-24,synthetic_v1
R01255,P0224,U0118,3,"Average quality, expected a bit more for the price.",2026-08-25,synthetic_v1
R01256,P0224,U0005,5,"Loved the material, very comfortable for daily wear.",2025-10-04,synthetic_v1
R01257,P0224,U0062,3,"Average quality, expected a bit more for the price.",2026-02-09,synthetic_v1
R01258,P0226,U0081,3,"Decent product, delivery took a while.",2026-08-02,synthetic_v1
R01259,P0226,U0111,5,Great fit and the fabric feels durable.,2026-01-02,synthetic_v1
R01260,P0226,U0063,5,True to size and holds up well after multiple washes.,2026-06-04,synthetic_v1
R01261,P0226,U0104,4,Nice sustainable option that doesn't compromise on comfort.,2026-07-09,synthetic_v1
R01262,P0226,U0004,1,"Sizing ran small, had to return it.",2025-10-22,synthetic_v1
R01263,P0226,U0112,2,Started wearing out after a few weeks.,2026-06-25,synthetic_v1
R01264,P0226,U0107,1,"Not worth the price, quality was disappointing.",2026-07-01,synthetic_v1
R01265,P0226,U0082,1,"Not worth the price, quality was disappointing.",2025-09-02,synthetic_v1
R01266,P0226,U0013,1,"Sizing ran small, had to return it.",2025-11-26,synthetic_v1
R01267,P0226,U0084,3,"It's okay, nothing special but does the job.",2025-10-21,synthetic_v1
R01268,P0226,U0108,1,"Sizing ran small, had to return it.",2025-09-21,synthetic_v1
R01269,P0227,U0067,2,"Sizing ran small, had to return it.",2026-08-24,synthetic_v1
R01270,P0227,U0108,4,True to size and holds up well after multiple washes.,2025-09-24,synthetic_v1
R01271,P0227,U0025,1,Fabric felt thinner than expected.,2025-12-18,synthetic_v1
R01272,P0227,U0011,2,"Sizing ran small, had to return it.",2026-06-04,synthetic_v1
R01273,P0227,U0036,4,Great fit and the fabric feels durable.,2025-10-24,synthetic_v1
R01274,P0228,U0023,5,True to size and holds up well after multiple washes.,2025-10-10,synthetic_v1
R01275,P0228,U0036,1,"Sizing ran small, had to return it.",2025-11-17,synthetic_v1
R01276,P0228,U0044,3,"It's okay, nothing special but does the job.",2026-01-05,synthetic_v1
R01277,P0229,U0012,1,"Not worth the price, quality was disappointing.",2026-07-03,synthetic_v1
R01278,P0229,U0094,1,Started wearing out after a few weeks.,2026-07-18,synthetic_v1
R01279,P0229,U0076,2,"Sizing ran small, had to return it.",2025-10-15,synthetic_v1
R01280,P0229,U0101,1,Started wearing out after a few weeks.,2026-08-26,synthetic_v1
R01281,P0229,U0059,2,"Sizing ran small, had to return it.",2026-07-21,synthetic_v1
R01282,P0229,U0108,2,"Sizing ran small, had to return it.",2025-09-17,synthetic_v1
R01283,P0229,U0040,2,Started wearing out after a few weeks.,2026-08-04,synthetic_v1
R01284,P0229,U0023,4,"Loved the material, very comfortable for daily wear.",2026-04-11,synthetic_v1
R01285,P0229,U0053,2,"Sizing ran small, had to return it.",2026-05-08,synthetic_v1
R01286,P0230,U0023,3,"It's okay, nothing special but does the job.",2026-04-02,synthetic_v1
R01287,P0230,U0057,3,"Average quality, expected a bit more for the price.",2026-04-18,synthetic_v1
R01288,P0230,U0046,1,"Not worth the price, quality was disappointing.",2025-11-08,synthetic_v1
R01289,P0231,U0067,3,"Average quality, expected a bit more for the price.",2026-01-13,synthetic_v1
R01290,P0231,U0107,2,Fabric felt thinner than expected.,2025-11-05,synthetic_v1
R01291,P0231,U0069,4,"Good quality for the price, would buy again.",2025-11-13,synthetic_v1
R01292,P0231,U0045,2,"Not worth the price, quality was disappointing.",2025-10-05,synthetic_v1
R01293,P0231,U0044,3,"It's okay, nothing special but does the job.",2025-09-07,synthetic_v1
R01294,P0232,U0012,5,"Loved the material, very comfortable for daily wear.",2025-12-12,synthetic_v1
R01295,P0232,U0028,2,"Sizing ran small, had to return it.",2026-01-04,synthetic_v1
R01296,P0232,U0119,3,"It's okay, nothing special but does the job.",2026-07-03,synthetic_v1
R01297,P0232,U0061,5,"Good quality for the price, would buy again.",2026-06-21,synthetic_v1
R01298,P0232,U0042,4,Nice sustainable option that doesn't compromise on comfort.,2026-02-22,synthetic_v1
R01299,P0232,U0085,5,True to size and holds up well after multiple washes.,2025-11-03,synthetic_v1
R01300,P0232,U0090,1,"Sizing ran small, had to return it.",2026-07-09,synthetic_v1
R01301,P0232,U0021,3,"It's okay, nothing special but does the job.",2026-01-28,synthetic_v1
R01302,P0233,U0083,3,"Decent product, delivery took a while.",2026-07-11,synthetic_v1
R01303,P0233,U0040,2,"Sizing ran small, had to return it.",2026-06-09,synthetic_v1
R01304,P0233,U0024,4,Nice sustainable option that doesn't compromise on comfort.,2026-08-20,synthetic_v1
R01305,P0233,U0059,4,Nice sustainable option that doesn't compromise on comfort.,2025-11-01,synthetic_v1
R01306,P0233,U0094,5,True to size and holds up well after multiple washes.,2026-02-08,synthetic_v1
R01307,P0233,U0033,4,"Good quality for the price, would buy again.",2026-02-21,synthetic_v1
R01308,P0233,U0062,5,"Loved the material, very comfortable for daily wear.",2025-09-18,synthetic_v1
R01309,P0234,U0119,3,"It's okay, nothing special but does the job.",2026-05-04,synthetic_v1
R01310,P0234,U0054,5,Great fit and the fabric feels durable.,2026-01-25,synthetic_v1
R01311,P0234,U0052,3,"Average quality, expected a bit more for the price.",2025-11-01,synthetic_v1
R01312,P0234,U0066,1,Started wearing out after a few weeks.,2026-06-07,synthetic_v1
R01313,P0234,U0090,3,"Average quality, expected a bit more for the price.",2025-12-06,synthetic_v1
R01314,P0234,U0017,2,Started wearing out after a few weeks.,2025-09-26,synthetic_v1
R01315,P0235,U0040,1,Fabric felt thinner than expected.,2026-06-20,synthetic_v1
R01316,P0235,U0051,3,"Decent product, delivery took a while.",2026-06-08,synthetic_v1
R01317,P0235,U0085,4,Great fit and the fabric feels durable.,2026-06-17,synthetic_v1
R01318,P0235,U0039,2,Started wearing out after a few weeks.,2026-03-27,synthetic_v1
R01319,P0235,U0031,1,Started wearing out after a few weeks.,2026-05-19,synthetic_v1
R01320,P0236,U0020,1,Started wearing out after a few weeks.,2025-09-15,synthetic_v1
R01321,P0236,U0001,5,"Loved the material, very comfortable for daily wear.",2025-12-30,synthetic_v1
R01322,P0236,U0013,2,"Sizing ran small, had to return it.",2026-01-02,synthetic_v1
R01323,P0236,U0090,5,True to size and holds up well after multiple washes.,2026-05-15,synthetic_v1
R01324,P0236,U0107,4,True to size and holds up well after multiple washes.,2026-01-06,synthetic_v1
R01325,P0236,U0050,2,Fabric felt thinner than expected.,2026-06-27,synthetic_v1
R01326,P0237,U0099,2,"Not worth the price, quality was disappointing.",2026-03-17,synthetic_v1
R01327,P0237,U0094,3,"Average quality, expected a bit more for the price.",2026-01-26,synthetic_v1
R01328,P0237,U0069,5,True to size and holds up well after multiple washes.,2026-07-26,synthetic_v1
R01329,P0237,U0086,3,"Decent product, delivery took a while.",2025-11-04,synthetic_v1
R01330,P0237,U0114,1,Started wearing out after a few weeks.,2025-10-24,synthetic_v1
R01331,P0238,U0047,2,"Sizing ran small, had to return it.",2026-03-10,synthetic_v1
R01332,P0238,U0079,5,Great fit and the fabric feels durable.,2025-10-29,synthetic_v1
R01333,P0239,U0083,4,Great fit and the fabric feels durable.,2026-05-06,synthetic_v1
R01334,P0239,U0025,2,"Not worth the price, quality was disappointing.",2026-08-09,synthetic_v1
R01335,P0239,U0056,2,"Sizing ran small, had to return it.",2026-07-15,synthetic_v1
R01336,P0239,U0084,3,"Decent product, delivery took a while.",2026-05-31,synthetic_v1
R01337,P0239,U0037,4,"Good quality for the price, would buy again.",2026-03-25,synthetic_v1
R01338,P0239,U0005,4,True to size and holds up well after multiple washes.,2026-04-20,synthetic_v1
R01339,P0239,U0021,4,"Good quality for the price, would buy again.",2026-02-09,synthetic_v1
R01340,P0239,U0060,5,Great fit and the fabric feels durable.,2026-07-20,synthetic_v1
R01341,P0239,U0094,3,"Average quality, expected a bit more for the price.",2026-07-11,synthetic_v1
R01342,P0239,U0021,4,Great fit and the fabric feels durable.,2026-03-21,synthetic_v1
R01343,P0239,U0088,2,"Not worth the price, quality was disappointing.",2026-01-11,synthetic_v1
R01344,P0239,U0084,1,"Not worth the price, quality was disappointing.",2025-09-22,synthetic_v1
R01345,P0240,U0039,4,Great fit and the fabric feels durable.,2026-01-26,synthetic_v1
R01346,P0240,U0082,3,"Average quality, expected a bit more for the price.",2026-07-03,synthetic_v1
R01347,P0240,U0065,5,True to size and holds up well after multiple washes.,2026-02-22,synthetic_v1
R01348,P0240,U0109,4,"Loved the material, very comfortable for daily wear.",2025-12-01,synthetic_v1
R01349,P0240,U0101,3,"It's okay, nothing special but does the job.",2026-06-01,synthetic_v1
R01350,P0240,U0098,4,Nice sustainable option that doesn't compromise on comfort.,2026-02-16,synthetic_v1
R01351,P0241,U0001,1,Started wearing out after a few weeks.,2026-03-12,synthetic_v1
R01352,P0241,U0026,5,"Loved the material, very comfortable for daily wear.",2025-12-11,synthetic_v1
R01353,P0241,U0056,5,True to size and holds up well after multiple washes.,2026-08-07,synthetic_v1
R01354,P0241,U0006,4,"Loved the material, very comfortable for daily wear.",2026-06-30,synthetic_v1
R01355,P0241,U0047,4,True to size and holds up well after multiple washes.,2026-08-06,synthetic_v1
R01356,P0241,U0033,5,"Loved the material, very comfortable for daily wear.",2026-01-26,synthetic_v1
R01357,P0241,U0038,3,"Average quality, expected a bit more for the price.",2026-08-19,synthetic_v1
R01358,P0241,U0023,5,"Loved the material, very comfortable for daily wear.",2026-04-03,synthetic_v1
R01359,P0241,U0003,3,"Decent product, delivery took a while.",2026-01-15,synthetic_v1
R01360,P0241,U0082,3,"Decent product, delivery took a while.",2026-08-13,synthetic_v1
R01361,P0242,U0094,1,"Sizing ran small, had to return it.",2026-08-13,synthetic_v1
R01362,P0242,U0032,5,True to size and holds up well after multiple washes.,2026-06-03,synthetic_v1
R01363,P0242,U0017,1,Fabric felt thinner than expected.,2026-06-18,synthetic_v1
R01364,P0242,U0115,4,True to size and holds up well after multiple washes.,2026-04-13,synthetic_v1
R01365,P0242,U0089,3,"Decent product, delivery took a while.",2025-10-19,synthetic_v1
R01366,P0242,U0006,2,"Not worth the price, quality was disappointing.",2026-07-23,synthetic_v1
R01367,P0242,U0005,3,"Decent product, delivery took a while.",2026-06-17,synthetic_v1
R01368,P0242,U0049,5,Great fit and the fabric feels durable.,2025-12-12,synthetic_v1
R01369,P0242,U0119,1,"Sizing ran small, had to return it.",2025-10-09,synthetic_v1
R01370,P0243,U0052,3,"Decent product, delivery took a while.",2026-08-20,synthetic_v1
R01371,P0243,U0093,2,"Sizing ran small, had to return it.",2025-10-01,synthetic_v1
R01372,P0243,U0015,1,"Not worth the price, quality was disappointing.",2026-05-25,synthetic_v1
R01373,P0243,U0039,5,"Loved the material, very comfortable for daily wear.",2025-10-20,synthetic_v1
R01374,P0243,U0110,5,Nice sustainable option that doesn't compromise on comfort.,2026-04-29,synthetic_v1
R01375,P0243,U0074,1,"Sizing ran small, had to return it.",2026-01-01,synthetic_v1
R01376,P0243,U0036,2,"Not worth the price, quality was disappointing.",2025-09-13,synthetic_v1
R01377,P0243,U0065,2,"Sizing ran small, had to return it.",2025-09-22,synthetic_v1
R01378,P0243,U0117,1,"Not worth the price, quality was disappointing.",2026-05-31,synthetic_v1
R01379,P0243,U0001,3,"Decent product, delivery took a while.",2026-02-04,synthetic_v1
R01380,P0243,U0101,2,Fabric felt thinner than expected.,2026-01-31,synthetic_v1
R01381,P0244,U0035,2,"Sizing ran small, had to return it.",2026-01-07,synthetic_v1
R01382,P0244,U0013,5,"Loved the material, very comfortable for daily wear.",2026-05-10,synthetic_v1
R01383,P0244,U0091,2,Fabric felt thinner than expected.,2026-03-18,synthetic_v1
R01384,P0244,U0079,2,Fabric felt thinner than expected.,2026-04-06,synthetic_v1
R01385,P0244,U0076,5,True to size and holds up well after multiple washes.,2026-01-28,synthetic_v1
R01386,P0244,U0070,5,"Loved the material, very comfortable for daily wear.",2026-02-13,synthetic_v1
R01387,P0244,U0002,4,Nice sustainable option that doesn't compromise on comfort.,2026-03-09,synthetic_v1
R01388,P0244,U0045,3,"Decent product, delivery took a while.",2026-01-16,synthetic_v1
R01389,P0244,U0110,2,"Not worth the price, quality was disappointing.",2025-12-19,synthetic_v1
R01390,P0244,U0087,2,Started wearing out after a few weeks.,2026-02-13,synthetic_v1
R01391,P0245,U0085,4,Great fit and the fabric feels durable.,2025-11-12,synthetic_v1
R01392,P0245,U0072,1,"Not worth the price, quality was disappointing.",2026-03-08,synthetic_v1
R01393,P0245,U0096,1,Started wearing out after a few weeks.,2025-12-03,synthetic_v1
R01394,P0245,U0038,3,"Decent product, delivery took a while.",2026-03-23,synthetic_v1
R01395,P0246,U0020,4,Great fit and the fabric feels durable.,2025-10-16,synthetic_v1
R01396,P0246,U0080,5,"Good quality for the price, would buy again.",2026-03-04,synthetic_v1
R01397,P0246,U0054,5,True to size and holds up well after multiple washes.,2026-08-20,synthetic_v1
R01398,P0246,U0096,3,"Average quality, expected a bit more for the price.",2025-12-23,synthetic_v1
R01399,P0246,U0118,2,"Not worth the price, quality was disappointing.",2025-11-29,synthetic_v1
R01400,P0246,U0078,2,"Not worth the price, quality was disappointing.",2026-06-29,synthetic_v1
R01401,P0246,U0028,1,"Not worth the price, quality was disappointing.",2026-05-15,synthetic_v1
R01402,P0247,U0023,5,"Loved the material, very comfortable for daily wear.",2026-06-11,synthetic_v1
R01403,P0248,U0053,4,Nice sustainable option that doesn't compromise on comfort.,2026-03-04,synthetic_v1
R01404,P0248,U0116,2,"Not worth the price, quality was disappointing.",2025-10-29,synthetic_v1
R01405,P0248,U0099,3,"Decent product, delivery took a while.",2026-02-27,synthetic_v1
R01406,P0248,U0065,1,"Sizing ran small, had to return it.",2025-11-30,synthetic_v1
R01407,P0248,U0029,5,True to size and holds up well after multiple washes.,2026-02-06,synthetic_v1
R01408,P0248,U0037,4,True to size and holds up well after multiple washes.,2026-01-13,synthetic_v1
R01409,P0248,U0052,2,Started wearing out after a few weeks.,2026-04-06,synthetic_v1
R01410,P0248,U0098,1,"Sizing ran small, had to return it.",2026-01-06,synthetic_v1
R01411,P0248,U0050,2,Fabric felt thinner than expected.,2025-11-07,synthetic_v1
R01412,P0248,U0053,4,True to size and holds up well after multiple washes.,2026-05-27,synthetic_v1
R01413,P0248,U0018,1,Started wearing out after a few weeks.,2025-10-23,synthetic_v1
R01414,P0248,U0011,5,Nice sustainable option that doesn't compromise on comfort.,2025-10-29,synthetic_v1
R01415,P0249,U0042,4,Great fit and the fabric feels durable.,2025-10-23,synthetic_v1
R01416,P0249,U0073,2,Started wearing out after a few weeks.,2025-10-15,synthetic_v1
R01417,P0249,U0048,4,Great fit and the fabric feels durable.,2026-08-20,synthetic_v1
R01418,P0249,U0071,5,True to size and holds up well after multiple washes.,2025-12-13,synthetic_v1
R01419,P0249,U0059,2,Started wearing out after a few weeks.,2026-02-24,synthetic_v1
R01420,P0249,U0061,2,Started wearing out after a few weeks.,2025-09-01,synthetic_v1
R01421,P0249,U0017,2,"Sizing ran small, had to return it.",2026-04-03,synthetic_v1
R01422,P0249,U0027,1,Fabric felt thinner than expected.,2025-11-09,synthetic_v1
R01423,P0249,U0032,4,True to size and holds up well after multiple washes.,2025-09-15,synthetic_v1
R01424,P0250,U0102,4,"Good quality for the price, would buy again.",2026-06-02,synthetic_v1
R01425,P0250,U0083,4,Nice sustainable option that doesn't compromise on comfort.,2026-07-06,synthetic_v1
R01426,P0250,U0112,5,"Loved the material, very comfortable for daily wear.",2026-06-11,synthetic_v1
R01427,P0250,U0093,2,"Not worth the price, quality was disappointing.",2026-07-27,synthetic_v1
R01428,P0250,U0088,1,Fabric felt thinner than expected.,2025-09-19,synthetic_v1
R01429,P0250,U0061,4,Nice sustainable option that doesn't compromise on comfort.,2026-02-15,synthetic_v1
R01430,P0250,U0034,1,"Not worth the price, quality was disappointing.",2025-11-29,synthetic_v1
R01431,P0250,U0057,1,Fabric felt thinner than expected.,2025-12-28,synthetic_v1
R01432,P0250,U0104,1,"Sizing ran small, had to return it.",2026-02-09,synthetic_v1
R01433,P0251,U0052,1,"Sizing ran small, had to return it.",2025-12-13,synthetic_v1
R01434,P0251,U0101,4,True to size and holds up well after multiple washes.,2026-06-29,synthetic_v1
R01435,P0251,U0109,1,Started wearing out after a few weeks.,2026-04-19,synthetic_v1
R01436,P0251,U0093,5,Great fit and the fabric feels durable.,2026-06-06,synthetic_v1
R01437,P0251,U0085,3,"Decent product, delivery took a while.",2026-03-11,synthetic_v1
R01438,P0251,U0102,2,Started wearing out after a few weeks.,2025-12-27,synthetic_v1
R01439,P0251,U0013,2,"Sizing ran small, had to return it.",2026-03-16,synthetic_v1
R01440,P0251,U0116,1,"Not worth the price, quality was disappointing.",2025-09-02,synthetic_v1
R01441,P0251,U0097,4,"Good quality for the price, would buy again.",2026-04-20,synthetic_v1
R01442,P0251,U0089,3,"Decent product, delivery took a while.",2026-01-16,synthetic_v1
R01443,P0251,U0090,3,"Decent product, delivery took a while.",2026-04-21,synthetic_v1
R01444,P0252,U0005,3,"Average quality, expected a bit more for the price.",2026-06-21,synthetic_v1
R01445,P0252,U0004,2,"Sizing ran small, had to return it.",2026-05-10,synthetic_v1
R01446,P0252,U0047,3,"Average quality, expected a bit more for the price.",2025-08-31,synthetic_v1
